base_image,expected_species_id,mode,perturbation,family,raw_top1_label,raw_top1_score,raw_top2_label,raw_top2_score,margin,mapped_top1_kb_id,mapped_top3_kb_ids,in_vocab,route,confident_wrong,latency_ms,failure
aglaonema__01,aglaonema,squash,bright_down,brightness,Chinese evergreen (Aglaonema),0.8522,Dracaena,0.0935,0.7587,aglaonema,"aglaonema|dracaena|monstera-deliciosa",true,high-conf,false,43,
aglaonema__01,aglaonema,center_crop,bright_down,brightness,Chinese evergreen (Aglaonema),0.8522,Dracaena,0.0935,0.7587,aglaonema,"aglaonema|dracaena|monstera-deliciosa",true,high-conf,false,36,
aglaonema__01,aglaonema,tta6,bright_down,brightness,Chinese evergreen (Aglaonema),0.9495,Dracaena,0.0325,0.9170,aglaonema,"aglaonema|dracaena|monstera-deliciosa",true,high-conf,false,218,
aglaonema__01,aglaonema,squash,contrast_up,contrast,Chinese evergreen (Aglaonema),0.7321,Dracaena,0.2652,0.4669,aglaonema,"aglaonema|dracaena|monstera-deliciosa",true,high-conf,false,46,
aglaonema__01,aglaonema,center_crop,contrast_up,contrast,Chinese evergreen (Aglaonema),0.7321,Dracaena,0.2652,0.4669,aglaonema,"aglaonema|dracaena|monstera-deliciosa",true,high-conf,false,26,
aglaonema__01,aglaonema,tta6,contrast_up,contrast,Chinese evergreen (Aglaonema),0.9105,Dracaena,0.0886,0.8219,aglaonema,"aglaonema|dracaena|monstera-deliciosa",true,high-conf,false,253,
aglaonema__01,aglaonema,squash,contrast_down,contrast,Schefflera,0.8207,Chinese evergreen (Aglaonema),0.1022,0.7185,schefflera,"schefflera|aglaonema|monstera-deliciosa",true,high-conf,true,44,
aglaonema__01,aglaonema,center_crop,contrast_down,contrast,Schefflera,0.8207,Chinese evergreen (Aglaonema),0.1022,0.7185,schefflera,"schefflera|aglaonema|monstera-deliciosa",true,high-conf,true,45,
aglaonema__01,aglaonema,tta6,contrast_down,contrast,Chinese evergreen (Aglaonema),0.6919,Schefflera,0.2752,0.4166,aglaonema,"aglaonema|schefflera|monstera-deliciosa",true,high-conf,false,266,
alocasia__01,alocasia,squash,clean,clean,Money Tree (Pachira aquatica),0.3812,Elephant Ear (Alocasia spp.),0.2884,0.0928,pachira-aquatica,"pachira-aquatica|alocasia|anthurium-andraeanum",true,low-conf,false,47,
alocasia__01,alocasia,center_crop,clean,clean,Money Tree (Pachira aquatica),0.3812,Elephant Ear (Alocasia spp.),0.2884,0.0928,pachira-aquatica,"pachira-aquatica|alocasia|anthurium-andraeanum",true,low-conf,false,42,
alocasia__01,alocasia,tta6,clean,clean,Elephant Ear (Alocasia spp.),0.6714,Money Tree (Pachira aquatica),0.1363,0.5351,alocasia,"alocasia|pachira-aquatica|anthurium-andraeanum",true,high-conf,false,282,
alocasia__01,alocasia,squash,blur,blur,Elephant Ear (Alocasia spp.),0.9987,Calathea,0.0009,0.9978,alocasia,"alocasia|goeppertia-orbifolia|spathiphyllum-wallisii",true,high-conf,false,46,
alocasia__01,alocasia,center_crop,blur,blur,Elephant Ear (Alocasia spp.),0.9987,Calathea,0.0009,0.9978,alocasia,"alocasia|goeppertia-orbifolia|spathiphyllum-wallisii",true,high-conf,false,51,
alocasia__01,alocasia,tta6,blur,blur,Elephant Ear (Alocasia spp.),0.9582,Money Tree (Pachira aquatica),0.0341,0.9240,alocasia,"alocasia|pachira-aquatica|spathiphyllum-wallisii",true,high-conf,false,329,
alocasia__01,alocasia,squash,crop_center_zoom,crop,Elephant Ear (Alocasia spp.),0.9822,Anthurium (Anthurium andraeanum),0.0172,0.9651,alocasia,"alocasia|anthurium-andraeanum|asplenium-nidus",true,high-conf,false,50,
alocasia__01,alocasia,center_crop,crop_center_zoom,crop,Elephant Ear (Alocasia spp.),0.9822,Anthurium (Anthurium andraeanum),0.0172,0.9651,alocasia,"alocasia|anthurium-andraeanum|asplenium-nidus",true,high-conf,false,48,
alocasia__01,alocasia,tta6,crop_center_zoom,crop,Elephant Ear (Alocasia spp.),0.7013,Anthurium (Anthurium andraeanum),0.2507,0.4506,alocasia,"alocasia|anthurium-andraeanum|epipremnum-aureum",true,high-conf,false,301,
alocasia__01,alocasia,squash,crop_offcenter_zoom,crop,Elephant Ear (Alocasia spp.),0.5627,Peace lily,0.1831,0.3796,alocasia,"alocasia|spathiphyllum-wallisii|ctenanthe",true,high-conf,false,52,
alocasia__01,alocasia,center_crop,crop_offcenter_zoom,crop,Elephant Ear (Alocasia spp.),0.5627,Peace lily,0.1831,0.3796,alocasia,"alocasia|spathiphyllum-wallisii|ctenanthe",true,high-conf,false,37,
alocasia__01,alocasia,tta6,crop_offcenter_zoom,crop,Elephant Ear (Alocasia spp.),0.3981,Peace lily,0.3730,0.0251,alocasia,"alocasia|spathiphyllum-wallisii|anthurium-andraeanum",true,low-conf,false,412,
alocasia__01,alocasia,squash,rotate_+15,rotate,Elephant Ear (Alocasia spp.),0.9803,Birds Nest Fern (Asplenium nidus),0.0168,0.9635,alocasia,"alocasia|asplenium-nidus|spathiphyllum-wallisii",true,high-conf,false,47,
alocasia__01,alocasia,center_crop,rotate_+15,rotate,Elephant Ear (Alocasia spp.),0.9803,Birds Nest Fern (Asplenium nidus),0.0168,0.9635,alocasia,"alocasia|asplenium-nidus|spathiphyllum-wallisii",true,high-conf,false,56,
alocasia__01,alocasia,tta6,rotate_+15,rotate,Elephant Ear (Alocasia spp.),0.9743,Dumb Cane (Dieffenbachia spp.),0.0147,0.9596,alocasia,"alocasia|dieffenbachia|asplenium-nidus",true,high-conf,false,282,
alocasia__01,alocasia,squash,rotate_-15,rotate,Elephant Ear (Alocasia spp.),0.9960,Birds Nest Fern (Asplenium nidus),0.0016,0.9944,alocasia,"alocasia|asplenium-nidus|epipremnum-aureum",true,high-conf,false,63,
alocasia__01,alocasia,center_crop,rotate_-15,rotate,Elephant Ear (Alocasia spp.),0.9960,Birds Nest Fern (Asplenium nidus),0.0016,0.9944,alocasia,"alocasia|asplenium-nidus|epipremnum-aureum",true,high-conf,false,37,
alocasia__01,alocasia,tta6,rotate_-15,rotate,Elephant Ear (Alocasia spp.),0.8310,Pothos (Ivy arum),0.1100,0.7210,alocasia,"alocasia|epipremnum-aureum|asplenium-nidus",true,high-conf,false,268,
alocasia__01,alocasia,squash,rotate_+90,rotate,Elephant Ear (Alocasia spp.),0.9898,Begonia (Begonia spp.),0.0096,0.9802,alocasia,"alocasia|begonia|aglaonema",true,high-conf,false,35,
alocasia__01,alocasia,center_crop,rotate_+90,rotate,Elephant Ear (Alocasia spp.),0.9898,Begonia (Begonia spp.),0.0096,0.9802,alocasia,"alocasia|begonia|aglaonema",true,high-conf,false,25,
alocasia__01,alocasia,tta6,rotate_+90,rotate,Elephant Ear (Alocasia spp.),0.8232,Birds Nest Fern (Asplenium nidus),0.0980,0.7252,alocasia,"alocasia|asplenium-nidus|dieffenbachia",true,high-conf,false,217,
alocasia__01,alocasia,squash,rotate_-90,rotate,Elephant Ear (Alocasia spp.),0.9895,Birds Nest Fern (Asplenium nidus),0.0091,0.9804,alocasia,"alocasia|asplenium-nidus|dieffenbachia",true,high-conf,false,39,
alocasia__01,alocasia,center_crop,rotate_-90,rotate,Elephant Ear (Alocasia spp.),0.9895,Birds Nest Fern (Asplenium nidus),0.0091,0.9804,alocasia,"alocasia|asplenium-nidus|dieffenbachia",true,high-conf,false,38,
alocasia__01,alocasia,tta6,rotate_-90,rotate,Elephant Ear (Alocasia spp.),0.8500,Dumb Cane (Dieffenbachia spp.),0.1362,0.7138,alocasia,"alocasia|dieffenbachia|asplenium-nidus",true,high-conf,false,235,
alocasia__01,alocasia,squash,bright_up,brightness,Elephant Ear (Alocasia spp.),0.9764,Pothos (Ivy arum),0.0100,0.9664,alocasia,"alocasia|epipremnum-aureum|pachira-aquatica",true,high-conf,false,33,
alocasia__01,alocasia,center_crop,bright_up,brightness,Elephant Ear (Alocasia spp.),0.9764,Pothos (Ivy arum),0.0100,0.9664,alocasia,"alocasia|epipremnum-aureum|pachira-aquatica",true,high-conf,false,42,
alocasia__01,alocasia,tta6,bright_up,brightness,Elephant Ear (Alocasia spp.),0.9110,Peace lily,0.0562,0.8548,alocasia,"alocasia|spathiphyllum-wallisii|anthurium-andraeanum",true,high-conf,false,288,
alocasia__01,alocasia,squash,bright_down,brightness,Elephant Ear (Alocasia spp.),0.7317,Pothos (Ivy arum),0.1508,0.5809,alocasia,"alocasia|epipremnum-aureum|anthurium-andraeanum",true,high-conf,false,37,
alocasia__01,alocasia,center_crop,bright_down,brightness,Elephant Ear (Alocasia spp.),0.7317,Pothos (Ivy arum),0.1508,0.5809,alocasia,"alocasia|epipremnum-aureum|anthurium-andraeanum",true,high-conf,false,40,
alocasia__01,alocasia,tta6,bright_down,brightness,Elephant Ear (Alocasia spp.),0.8929,Pothos (Ivy arum),0.0504,0.8424,alocasia,"alocasia|epipremnum-aureum|anthurium-andraeanum",true,high-conf,false,276,
alocasia__01,alocasia,squash,contrast_up,contrast,Elephant Ear (Alocasia spp.),0.9654,Dumb Cane (Dieffenbachia spp.),0.0321,0.9333,alocasia,"alocasia|dieffenbachia|pachira-aquatica",true,high-conf,false,41,
alocasia__01,alocasia,center_crop,contrast_up,contrast,Elephant Ear (Alocasia spp.),0.9654,Dumb Cane (Dieffenbachia spp.),0.0321,0.9333,alocasia,"alocasia|dieffenbachia|pachira-aquatica",true,high-conf,false,35,
alocasia__01,alocasia,tta6,contrast_up,contrast,Elephant Ear (Alocasia spp.),0.7863,Dumb Cane (Dieffenbachia spp.),0.1052,0.6810,alocasia,"alocasia|dieffenbachia|spathiphyllum-wallisii",true,high-conf,false,232,
alocasia__01,alocasia,squash,contrast_down,contrast,Anthurium (Anthurium andraeanum),0.4985,Pothos (Ivy arum),0.2708,0.2277,anthurium-andraeanum,"anthurium-andraeanum|epipremnum-aureum|schefflera",true,low-conf,false,45,
alocasia__01,alocasia,center_crop,contrast_down,contrast,Anthurium (Anthurium andraeanum),0.4985,Pothos (Ivy arum),0.2708,0.2277,anthurium-andraeanum,"anthurium-andraeanum|epipremnum-aureum|schefflera",true,low-conf,false,34,
alocasia__01,alocasia,tta6,contrast_down,contrast,Elephant Ear (Alocasia spp.),0.5449,Anthurium (Anthurium andraeanum),0.2393,0.3056,alocasia,"alocasia|anthurium-andraeanum|epipremnum-aureum",true,high-conf,false,257,
alocasia__02,alocasia,squash,clean,clean,Elephant Ear (Alocasia spp.),0.9697,Birds Nest Fern (Asplenium nidus),0.0189,0.9508,alocasia,"alocasia|asplenium-nidus|anthurium-andraeanum",true,high-conf,false,38,
alocasia__02,alocasia,center_crop,clean,clean,Elephant Ear (Alocasia spp.),0.9697,Birds Nest Fern (Asplenium nidus),0.0189,0.9508,alocasia,"alocasia|asplenium-nidus|anthurium-andraeanum",true,high-conf,false,50,
alocasia__02,alocasia,tta6,clean,clean,Elephant Ear (Alocasia spp.),0.9609,Anthurium (Anthurium andraeanum),0.0200,0.9409,alocasia,"alocasia|anthurium-andraeanum|spathiphyllum-wallisii",true,high-conf,false,223,
alocasia__02,alocasia,squash,blur,blur,Chinese evergreen (Aglaonema),0.3106,Snake plant (Sanseviera),0.2765,0.0341,aglaonema,"aglaonema|dracaena-trifasciata|zamioculcas-zamiifolia",true,low-conf,false,35,
alocasia__02,alocasia,center_crop,blur,blur,Chinese evergreen (Aglaonema),0.3106,Snake plant (Sanseviera),0.2765,0.0341,aglaonema,"aglaonema|dracaena-trifasciata|zamioculcas-zamiifolia",true,low-conf,false,45,
alocasia__02,alocasia,tta6,blur,blur,Asparagus Fern (Asparagus setaceus),0.3326,Calathea,0.2965,0.0361,asparagus-setaceus,"asparagus-setaceus|goeppertia-orbifolia|aglaonema",true,low-conf,false,277,
alocasia__02,alocasia,squash,crop_center_zoom,crop,Elephant Ear (Alocasia spp.),0.9682,Calathea,0.0250,0.9432,alocasia,"alocasia|goeppertia-orbifolia|anthurium-andraeanum",true,high-conf,false,53,
alocasia__02,alocasia,center_crop,crop_center_zoom,crop,Elephant Ear (Alocasia spp.),0.9682,Calathea,0.0250,0.9432,alocasia,"alocasia|goeppertia-orbifolia|anthurium-andraeanum",true,high-conf,false,65,
alocasia__02,alocasia,tta6,crop_center_zoom,crop,Elephant Ear (Alocasia spp.),0.9761,Calathea,0.0113,0.9649,alocasia,"alocasia|goeppertia-orbifolia|begonia",true,high-conf,false,381,
alocasia__02,alocasia,squash,crop_offcenter_zoom,crop,Elephant Ear (Alocasia spp.),0.8224,Begonia (Begonia spp.),0.1127,0.7097,alocasia,"alocasia|begonia|goeppertia-orbifolia",true,high-conf,false,109,
alocasia__02,alocasia,center_crop,crop_offcenter_zoom,crop,Elephant Ear (Alocasia spp.),0.8224,Begonia (Begonia spp.),0.1127,0.7097,alocasia,"alocasia|begonia|goeppertia-orbifolia",true,high-conf,false,65,
alocasia__02,alocasia,tta6,crop_offcenter_zoom,crop,Elephant Ear (Alocasia spp.),0.5690,Begonia (Begonia spp.),0.2211,0.3479,alocasia,"alocasia|begonia|nephrolepis-exaltata",true,high-conf,false,342,
alocasia__02,alocasia,squash,rotate_+15,rotate,Elephant Ear (Alocasia spp.),0.7381,Anthurium (Anthurium andraeanum),0.2471,0.4910,alocasia,"alocasia|anthurium-andraeanum|spathiphyllum-wallisii",true,high-conf,false,40,
alocasia__02,alocasia,center_crop,rotate_+15,rotate,Elephant Ear (Alocasia spp.),0.7381,Anthurium (Anthurium andraeanum),0.2471,0.4910,alocasia,"alocasia|anthurium-andraeanum|spathiphyllum-wallisii",true,high-conf,false,51,
alocasia__02,alocasia,tta6,rotate_+15,rotate,Elephant Ear (Alocasia spp.),0.7651,Anthurium (Anthurium andraeanum),0.2206,0.5445,alocasia,"alocasia|anthurium-andraeanum|spathiphyllum-wallisii",true,high-conf,false,364,
alocasia__02,alocasia,squash,rotate_-15,rotate,Birds Nest Fern (Asplenium nidus),0.9986,Elephant Ear (Alocasia spp.),0.0010,0.9976,asplenium-nidus,"asplenium-nidus|alocasia|anthurium-andraeanum",true,high-conf,true,45,
alocasia__02,alocasia,center_crop,rotate_-15,rotate,Birds Nest Fern (Asplenium nidus),0.9986,Elephant Ear (Alocasia spp.),0.0010,0.9976,asplenium-nidus,"asplenium-nidus|alocasia|anthurium-andraeanum",true,high-conf,true,45,
alocasia__02,alocasia,tta6,rotate_-15,rotate,Elephant Ear (Alocasia spp.),0.5325,Birds Nest Fern (Asplenium nidus),0.3331,0.1994,alocasia,"alocasia|asplenium-nidus|anthurium-andraeanum",true,low-conf,false,294,
alocasia__02,alocasia,squash,rotate_+90,rotate,Peace lily,0.8431,Elephant Ear (Alocasia spp.),0.1529,0.6902,spathiphyllum-wallisii,"spathiphyllum-wallisii|alocasia|aglaonema",true,high-conf,true,65,
alocasia__02,alocasia,center_crop,rotate_+90,rotate,Peace lily,0.8431,Elephant Ear (Alocasia spp.),0.1529,0.6902,spathiphyllum-wallisii,"spathiphyllum-wallisii|alocasia|aglaonema",true,high-conf,true,39,
alocasia__02,alocasia,tta6,rotate_+90,rotate,Elephant Ear (Alocasia spp.),0.6826,Peace lily,0.2934,0.3891,alocasia,"alocasia|spathiphyllum-wallisii|goeppertia-orbifolia",true,high-conf,false,284,
alocasia__02,alocasia,squash,rotate_-90,rotate,Elephant Ear (Alocasia spp.),0.6290,Birds Nest Fern (Asplenium nidus),0.3703,0.2587,alocasia,"alocasia|asplenium-nidus|spathiphyllum-wallisii",true,low-conf,false,33,
alocasia__02,alocasia,center_crop,rotate_-90,rotate,Elephant Ear (Alocasia spp.),0.6290,Birds Nest Fern (Asplenium nidus),0.3703,0.2587,alocasia,"alocasia|asplenium-nidus|spathiphyllum-wallisii",true,low-conf,false,41,
alocasia__02,alocasia,tta6,rotate_-90,rotate,Elephant Ear (Alocasia spp.),0.8682,Birds Nest Fern (Asplenium nidus),0.1311,0.7371,alocasia,"alocasia|asplenium-nidus|begonia",true,high-conf,false,218,
alocasia__02,alocasia,squash,bright_up,brightness,Elephant Ear (Alocasia spp.),0.9935,Anthurium (Anthurium andraeanum),0.0045,0.9890,alocasia,"alocasia|anthurium-andraeanum|asplenium-nidus",true,high-conf,false,41,
alocasia__02,alocasia,center_crop,bright_up,brightness,Elephant Ear (Alocasia spp.),0.9935,Anthurium (Anthurium andraeanum),0.0045,0.9890,alocasia,"alocasia|anthurium-andraeanum|asplenium-nidus",true,high-conf,false,68,
alocasia__02,alocasia,tta6,bright_up,brightness,Elephant Ear (Alocasia spp.),0.9161,Peace lily,0.0474,0.8688,alocasia,"alocasia|spathiphyllum-wallisii|anthurium-andraeanum",true,high-conf,false,311,
alocasia__02,alocasia,squash,bright_down,brightness,Elephant Ear (Alocasia spp.),0.8932,Anthurium (Anthurium andraeanum),0.1062,0.7870,alocasia,"alocasia|anthurium-andraeanum|spathiphyllum-wallisii",true,high-conf,false,60,
alocasia__02,alocasia,center_crop,bright_down,brightness,Elephant Ear (Alocasia spp.),0.8932,Anthurium (Anthurium andraeanum),0.1062,0.7870,alocasia,"alocasia|anthurium-andraeanum|spathiphyllum-wallisii",true,high-conf,false,54,
alocasia__02,alocasia,tta6,bright_down,brightness,Elephant Ear (Alocasia spp.),0.9102,Anthurium (Anthurium andraeanum),0.0842,0.8260,alocasia,"alocasia|anthurium-andraeanum|spathiphyllum-wallisii",true,high-conf,false,263,
alocasia__02,alocasia,squash,contrast_up,contrast,Elephant Ear (Alocasia spp.),0.9995,Peace lily,0.0003,0.9992,alocasia,"alocasia|spathiphyllum-wallisii|asplenium-nidus",true,high-conf,false,63,
alocasia__02,alocasia,center_crop,contrast_up,contrast,Elephant Ear (Alocasia spp.),0.9995,Peace lily,0.0003,0.9992,alocasia,"alocasia|spathiphyllum-wallisii|asplenium-nidus",true,high-conf,false,43,
alocasia__02,alocasia,tta6,contrast_up,contrast,Elephant Ear (Alocasia spp.),0.9967,Peace lily,0.0031,0.9937,alocasia,"alocasia|spathiphyllum-wallisii|asplenium-nidus",true,high-conf,false,255,
alocasia__02,alocasia,squash,contrast_down,contrast,Anthurium (Anthurium andraeanum),0.9870,Elephant Ear (Alocasia spp.),0.0128,0.9742,anthurium-andraeanum,"anthurium-andraeanum|alocasia|spathiphyllum-wallisii",true,high-conf,true,27,
alocasia__02,alocasia,center_crop,contrast_down,contrast,Anthurium (Anthurium andraeanum),0.9870,Elephant Ear (Alocasia spp.),0.0128,0.9742,anthurium-andraeanum,"anthurium-andraeanum|alocasia|spathiphyllum-wallisii",true,high-conf,true,41,
alocasia__02,alocasia,tta6,contrast_down,contrast,Anthurium (Anthurium andraeanum),0.5319,Elephant Ear (Alocasia spp.),0.2788,0.2531,anthurium-andraeanum,"anthurium-andraeanum|alocasia|pachira-aquatica",true,low-conf,false,251,
aloe-vera__01,aloe-vera,squash,clean,clean,Aloe Vera,0.9984,Cast Iron Plant (Aspidistra elatior),0.0016,0.9968,aloe-vera,"aloe-vera|aspidistra-elatior|dracaena-trifasciata",true,high-conf,false,46,
aloe-vera__01,aloe-vera,center_crop,clean,clean,Aloe Vera,0.9984,Cast Iron Plant (Aspidistra elatior),0.0016,0.9968,aloe-vera,"aloe-vera|aspidistra-elatior|dracaena-trifasciata",true,high-conf,false,63,
aloe-vera__01,aloe-vera,tta6,clean,clean,Aloe Vera,0.9993,Cast Iron Plant (Aspidistra elatior),0.0006,0.9987,aloe-vera,"aloe-vera|aspidistra-elatior|dracaena-trifasciata",true,high-conf,false,289,
aloe-vera__01,aloe-vera,squash,blur,blur,Aloe Vera,0.9672,Snake plant (Sanseviera),0.0175,0.9497,aloe-vera,"aloe-vera|dracaena-trifasciata|aspidistra-elatior",true,high-conf,false,55,
aloe-vera__01,aloe-vera,center_crop,blur,blur,Aloe Vera,0.9672,Snake plant (Sanseviera),0.0175,0.9497,aloe-vera,"aloe-vera|dracaena-trifasciata|aspidistra-elatior",true,high-conf,false,42,
aloe-vera__01,aloe-vera,tta6,blur,blur,Aloe Vera,0.9881,Snake plant (Sanseviera),0.0063,0.9818,aloe-vera,"aloe-vera|dracaena-trifasciata|aspidistra-elatior",true,high-conf,false,232,
aloe-vera__01,aloe-vera,squash,crop_center_zoom,crop,Aloe Vera,0.9992,Snake plant (Sanseviera),0.0008,0.9984,aloe-vera,"aloe-vera|dracaena-trifasciata|aspidistra-elatior",true,high-conf,false,33,
aloe-vera__01,aloe-vera,center_crop,crop_center_zoom,crop,Aloe Vera,0.9992,Snake plant (Sanseviera),0.0008,0.9984,aloe-vera,"aloe-vera|dracaena-trifasciata|aspidistra-elatior",true,high-conf,false,36,
aloe-vera__01,aloe-vera,tta6,crop_center_zoom,crop,Aloe Vera,0.9997,Snake plant (Sanseviera),0.0003,0.9994,aloe-vera,"aloe-vera|dracaena-trifasciata|aspidistra-elatior",true,high-conf,false,335,
aloe-vera__01,aloe-vera,squash,crop_offcenter_zoom,crop,Aloe Vera,1.0000,Cast Iron Plant (Aspidistra elatior),0.0000,1.0000,aloe-vera,"aloe-vera|aspidistra-elatior|crassula-ovata",true,high-conf,false,71,
aloe-vera__01,aloe-vera,center_crop,crop_offcenter_zoom,crop,Aloe Vera,1.0000,Cast Iron Plant (Aspidistra elatior),0.0000,1.0000,aloe-vera,"aloe-vera|aspidistra-elatior|crassula-ovata",true,high-conf,false,57,
aloe-vera__01,aloe-vera,tta6,crop_offcenter_zoom,crop,Aloe Vera,1.0000,Cast Iron Plant (Aspidistra elatior),0.0000,1.0000,aloe-vera,"aloe-vera|aspidistra-elatior|dracaena-trifasciata",true,high-conf,false,319,
aloe-vera__01,aloe-vera,squash,rotate_+15,rotate,Aloe Vera,0.9607,Snake plant (Sanseviera),0.0390,0.9217,aloe-vera,"aloe-vera|dracaena-trifasciata|aspidistra-elatior",true,high-conf,false,45,
